WiFi_Network,breakfast,parking,gym,flex_check,shuttle_bus,air_pure,jacuzzi,VIP_shop,pool_temp,avg_rating
Basic,None,Open Lot,None,No,No,Yes,Yes,No,80,7.0
Basic,None,Open Lot,None,No,No,Yes,Yes,No,84,4.93
Basic,None,Open Lot,None,No,No,Yes,Yes,Yes,76,4.94
Basic,None,Open Lot,None,No,No,Yes,Yes,Yes,80,8.6
Basic,None,Open Lot,None,No,No,Yes,Yes,Yes,84,4.17
Basic,None,Open Lot,None,No,Yes,No,No,No,76,3.46
Basic,None,Open Lot,None,No,Yes,No,No,No,80,4.93
Basic,None,Open Lot,None,No,Yes,No,No,No,84,5.03
Basic,None,Open Lot,None,No,Yes,No,No,Yes,76,3.79
Basic,None,Open Lot,None,No,Yes,No,No,Yes,80,6.8
Basic,None,Open Lot,None,No,Yes,No,No,Yes,84,5.78
Basic,None,Open Lot,None,No,Yes,No,Yes,No,76,4.78
Basic,None,Open Lot,None,No,Yes,No,Yes,No,80,6.23
Basic,None,Open Lot,None,No,Yes,No,Yes,No,84,6.08
Basic,None,Open Lot,None,No,Yes,No,Yes,Yes,76,7.2
Basic,None,Open Lot,None,No,Yes,No,Yes,Yes,80,7.29
Basic,None,Open Lot,None,No,Yes,No,Yes,Yes,84,7.59
Basic,None,Open Lot,None,No,Yes,Yes,No,No,76,5.76
Basic,None,Open Lot,None,No,Yes,Yes,No,No,80,2.78
Basic,None,Open Lot,None,No,Yes,Yes,No,No,84,7.15
Basic,None,Open Lot,None,No,Yes,Yes,No,Yes,76,6.56
Basic,None,Open Lot,None,No,Yes,Yes,No,Yes,80,5.87
Basic,None,Open Lot,None,No,Yes,Yes,No,Yes,84,5.89
Basic,None,Open Lot,None,No,Yes,Yes,Yes,No,76,7.56
Basic,None,Open Lot,None,No,Yes,Yes,Yes,No,80,6.2
Basic,None,Open Lot,None,No,Yes,Yes,Yes,No,84,7.51
Basic,None,Open Lot,None,No,Yes,Yes,Yes,Yes,76,2.67
Basic,None,Open Lot,None,No,Yes,Yes,Yes,Yes,80,6.82
Basic,None,Open Lot,None,No,Yes,Yes,Yes,Yes,84,6.86
Basic,None,Open Lot,None,Yes,No,No,No,No,76,2.73
Basic,None,Open Lot,None,Yes,No,No,No,No,80,2.5
Basic,None,Open Lot,None,Yes,No,No,No,No,84,4.02
Basic,None,Open Lot,None,Yes,No,No,No,Yes,76,6.82
Basic,None,Open Lot,None,Yes,No,No,No,Yes,80,5.77
Basic,None,Open Lot,None,Yes,No,No,No,Yes,84,5.22
Basic,None,Open Lot,None,Yes,No,No,Yes,No,76,5.92
Basic,None,Open Lot,None,Yes,No,No,Yes,No,80,6.84
Basic,None,Open Lot,None,Yes,No,No,Yes,No,84,6.04
Basic,None,Open Lot,None,Yes,No,No,Yes,Yes,76,7.42
Basic,None,Open Lot,None,Yes,No,No,Yes,Yes,80,9.52
Basic,None,Open Lot,None,Yes,No,No,Yes,Yes,84,6.57
Basic,None,Open Lot,None,Yes,No,Yes,No,No,76,5.27
Basic,None,Open Lot,None,Yes,No,Yes,No,No,80,7.39
Basic,None,Open Lot,None,Yes,No,Yes,No,No,84,7.57
Basic,None,Open Lot,None,Yes,No,Yes,No,Yes,76,5.79
Basic,None,Open Lot,None,Yes,No,Yes,No,Yes,80,6.38
Basic,None,Open Lot,None,Yes,No,Yes,No,Yes,84,6.96
Basic,None,Open Lot,None,Yes,No,Yes,Yes,No,76,5.29
Basic,None,Open Lot,None,Yes,No,Yes,Yes,No,80,5.55
Basic,None,Open Lot,None,Yes,No,Yes,Yes,No,84,4.22
Basic,None,Open Lot,None,Yes,No,Yes,Yes,Yes,76,5.8
Basic,None,Open Lot,None,Yes,No,Yes,Yes,Yes,80,7.0
Basic,None,Open Lot,None,Yes,No,Yes,Yes,Yes,84,7.44
Basic,None,Open Lot,None,Yes,Yes,No,No,No,76,5.62
Basic,None,Open Lot,None,Yes,Yes,No,No,No,80,8.12
Basic,None,Open Lot,None,Yes,Yes,No,No,No,84,7.18
Basic,None,Open Lot,None,Yes,Yes,No,No,Yes,76,9.48
Basic,None,Open Lot,None,Yes,Yes,No,No,Yes,80,3.03
Basic,None,Open Lot,None,Yes,Yes,No,No,Yes,84,6.51
Basic,None,Open Lot,None,Yes,Yes,No,Yes,No,76,7.01
Basic,None,Open Lot,None,Yes,Yes,No,Yes,No,80,3.45
Basic,None,Open Lot,None,Yes,Yes,No,Yes,No,84,6.06
Basic,None,Open Lot,None,Yes,Yes,No,Yes,Yes,76,5.88
Basic,None,Open Lot,None,Yes,Yes,No,Yes,Yes,80,2.52
Basic,None,Open Lot,None,Yes,Yes,No,Yes,Yes,84,6.01
Basic,None,Open Lot,None,Yes,Yes,Yes,No,No,76,7.32
Basic,None,Open Lot,None,Yes,Yes,Yes,No,No,80,7.47
Basic,None,Open Lot,None,Yes,Yes,Yes,No,No,84,6.23
Basic,None,Open Lot,None,Yes,Yes,Yes,No,Yes,76,3.69
Basic,None,Open Lot,None,Yes,Yes,Yes,No,Yes,80,7.61
Basic,None,Open Lot,None,Yes,Yes,Yes,No,Yes,84,3.73
Basic,None,Open Lot,None,Yes,Yes,Yes,Yes,No,76,3.19
Basic,None,Open Lot,None,Yes,Yes,Yes,Yes,No,80,8.91
Basic,None,Open Lot,None,Yes,Yes,Yes,Yes,No,84,5.22
Basic,None,Open Lot,None,Yes,Yes,Yes,Yes,Yes,76,6.28
Basic,None,Open Lot,None,Yes,Yes,Yes,Yes,Yes,80,7.44
Basic,None,Open Lot,None,Yes,Yes,Yes,Yes,Yes,84,9.88
Basic,None,Open Lot,Basic,No,No,No,No,No,76,3.74
Basic,None,Open Lot,Basic,No,No,No,No,No,80,7.77
Basic,None,Open Lot,Basic,No,No,No,No,No,84,5.21
Basic,None,Open Lot,Basic,No,No,No,No,Yes,76,5.67
Basic,None,Open Lot,Basic,No,No,No,No,Yes,80,4.03
Basic,None,Open Lot,Basic,No,No,No,No,Yes,84,5.88
Basic,None,Open Lot,Basic,No,No,No,Yes,No,76,2.31
Basic,None,Open Lot,Basic,No,No,No,Yes,No,80,5.86
Basic,None,Open Lot,Basic,No,No,No,Yes,No,84,4.67
Basic,None,Open Lot,Basic,No,No,No,Yes,Yes,76,5.3
Basic,None,Open Lot,Basic,No,No,No,Yes,Yes,80,3.57
Basic,None,Open Lot,Basic,No,No,No,Yes,Yes,84,5.76
Basic,None,Open Lot,Basic,No,No,Yes,No,No,76,5.55
Basic,None,Open Lot,Basic,No,No,Yes,No,No,80,6.47
Basic,None,Open Lot,Basic,No,No,Yes,No,No,84,3.63
Basic,None,Open Lot,Basic,No,No,Yes,No,Yes,76,2.94
Basic,None,Open Lot,Basic,No,No,Yes,No,Yes,80,7.67
Basic,None,Open Lot,Basic,No,No,Yes,No,Yes,84,8.35
Basic,None,Open Lot,Basic,No,No,Yes,Yes,No,76,7.53
Basic,None,Open Lot,Basic,No,No,Yes,Yes,No,80,5.07
Basic,None,Open Lot,Basic,No,No,Yes,Yes,No,84,8.44
Basic,None,Open Lot,Basic,No,No,Yes,Yes,Yes,76,3.81
Basic,None,Open Lot,Basic,No,No,Yes,Yes,Yes,80,2.77
Basic,None,Open Lot,Basic,No,No,Yes,Yes,Yes,84,5.87
Basic,None,Open Lot,Basic,No,Yes,No,No,No,76,5.81
Basic,None,Open Lot,Basic,No,Yes,No,No,No,80,3.36
Basic,None,Open Lot,Basic,No,Yes,No,No,No,84,7.98
Basic,None,Open Lot,Basic,No,Yes,No,No,Yes,76,2.3
Basic,None,Open Lot,Basic,No,Yes,No,No,Yes,80,8.68
Basic,None,Open Lot,Basic,No,Yes,No,No,Yes,84,5.11
Basic,None,Open Lot,Basic,No,Yes,No,Yes,No,76,2.35
Basic,None,Open Lot,Basic,No,Yes,No,Yes,No,80,5.19
Basic,None,Open Lot,Basic,No,Yes,No,Yes,No,84,5.22
Basic,None,Open Lot,Basic,No,Yes,No,Yes,Yes,76,6.45
Basic,None,Open Lot,Basic,No,Yes,No,Yes,Yes,80,2.47
Basic,None,Open Lot,Basic,No,Yes,No,Yes,Yes,84,6.81
Basic,None,Open Lot,Basic,No,Yes,Yes,No,No,76,2.83
Basic,None,Open Lot,Basic,No,Yes,Yes,No,No,80,4.71
Basic,None,Open Lot,Basic,No,Yes,Yes,No,No,84,6.24
Basic,None,Open Lot,Basic,No,Yes,Yes,No,Yes,76,5.62
Basic,None,Open Lot,Basic,No,Yes,Yes,No,Yes,80,5.51
Basic,None,Open Lot,Basic,No,Yes,Yes,No,Yes,84,2.97
Basic,None,Open Lot,Basic,No,Yes,Yes,Yes,No,76,5.14
Basic,None,Open Lot,Basic,No,Yes,Yes,Yes,No,80,6.35
Basic,None,Open Lot,Basic,No,Yes,Yes,Yes,No,84,6.31
Basic,None,Open Lot,Basic,No,Yes,Yes,Yes,Yes,76,3.43
Basic,None,Open Lot,Basic,No,Yes,Yes,Yes,Yes,80,3.72
Basic,None,Open Lot,Basic,No,Yes,Yes,Yes,Yes,84,5.31
Basic,None,Open Lot,Basic,Yes,No,No,No,No,76,4.92
Basic,None,Open Lot,Basic,Yes,No,No,No,No,80,3.77
Basic,None,Open Lot,Basic,Yes,No,No,No,No,84,6.68
Basic,None,Open Lot,Basic,Yes,No,No,No,Yes,76,7.58
Basic,None,Open Lot,Basic,Yes,No,No,No,Yes,80,8.42
Basic,None,Open Lot,Basic,Yes,No,No,No,Yes,84,2.81
Basic,None,Open Lot,Basic,Yes,No,No,Yes,No,76,4.74
Basic,None,Open Lot,Basic,Yes,No,No,Yes,No,80,7.38
Basic,None,Open Lot,Basic,Yes,No,No,Yes,No,84,7.81
Basic,None,Open Lot,Basic,Yes,No,No,Yes,Yes,76,5.04
Basic,None,Open Lot,Basic,Yes,No,No,Yes,Yes,80,4.91
Basic,None,Open Lot,Basic,Yes,No,No,Yes,Yes,84,9.92
Basic,None,Open Lot,Basic,Yes,No,Yes,No,No,76,3.96
Basic,None,Open Lot,Basic,Yes,No,Yes,No,No,80,7.17
Basic,None,Open Lot,Basic,Yes,No,Yes,No,No,84,6.49
Basic,None,Open Lot,Basic,Yes,No,Yes,No,Yes,76,3.77
Basic,None,Open Lot,Basic,Yes,No,Yes,No,Yes,80,7.08
Basic,None,Open Lot,Basic,Yes,No,Yes,No,Yes,84,7.76
Basic,None,Open Lot,Basic,Yes,No,Yes,Yes,No,76,2.78
Basic,None,Open Lot,Basic,Yes,No,Yes,Yes,No,80,4.51
Basic,None,Open Lot,Basic,Yes,No,Yes,Yes,No,84,7.65
Basic,None,Open Lot,Basic,Yes,No,Yes,Yes,Yes,76,7.5
Basic,None,Open Lot,Basic,Yes,No,Yes,Yes,Yes,80,8.08
Basic,None,Open Lot,Basic,Yes,No,Yes,Yes,Yes,84,5.95
Basic,None,Open Lot,Basic,Yes,Yes,No,No,No,76,7.5
Basic,None,Open Lot,Basic,Yes,Yes,No,No,No,80,5.91
Basic,None,Open Lot,Basic,Yes,Yes,No,No,No,84,2.78
Basic,None,Open Lot,Basic,Yes,Yes,No,No,Yes,76,5.03
Basic,None,Open Lot,Basic,Yes,Yes,No,No,Yes,80,7.34
Basic,None,Open Lot,Basic,Yes,Yes,No,No,Yes,84,6.45
Basic,None,Open Lot,Basic,Yes,Yes,No,Yes,No,76,4.19
Basic,None,Open Lot,Basic,Yes,Yes,No,Yes,No,80,7.97
Basic,None,Open Lot,Basic,Yes,Yes,No,Yes,No,84,7.92
Basic,None,Open Lot,Basic,Yes,Yes,No,Yes,Yes,76,5.87
Basic,None,Open Lot,Basic,Yes,Yes,No,Yes,Yes,80,8.21
Basic,None,Open Lot,Basic,Yes,Yes,No,Yes,Yes,84,4.08
Basic,None,Open Lot,Basic,Yes,Yes,Yes,No,No,76,8.08
Basic,None,Open Lot,Basic,Yes,Yes,Yes,No,No,80,5.61
Basic,None,Open Lot,Basic,Yes,Yes,Yes,No,No,84,7.52
Basic,None,Open Lot,Basic,Yes,Yes,Yes,No,Yes,76,7.11
Basic,None,Open Lot,Basic,Yes,Yes,Yes,No,Yes,80,3.41
Basic,None,Open Lot,Basic,Yes,Yes,Yes,No,Yes,84,9.89
Basic,None,Open Lot,Basic,Yes,Yes,Yes,Yes,No,76,6.35
Basic,None,Open Lot,Basic,Yes,Yes,Yes,Yes,No,80,7.09
Basic,None,Open Lot,Basic,Yes,Yes,Yes,Yes,No,84,5.39
Basic,None,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,76,7.19
Basic,None,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,80,6.24
Basic,None,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,84,8.35
Basic,None,Open Lot,Advanced,No,No,No,No,No,76,2.4
Basic,None,Open Lot,Advanced,No,No,No,No,No,80,4.23
Basic,None,Open Lot,Advanced,No,No,No,No,No,84,7.73
Basic,None,Open Lot,Advanced,No,No,No,No,Yes,76,8.35
Basic,None,Open Lot,Advanced,No,No,No,No,Yes,80,6.24
Basic,None,Open Lot,Advanced,No,No,No,No,Yes,84,6.21
Basic,None,Open Lot,Advanced,No,No,No,Yes,No,76,4.1
Basic,None,Open Lot,Advanced,No,No,No,Yes,No,80,2.78
Basic,None,Open Lot,Advanced,No,No,No,Yes,No,84,5.12
Basic,None,Open Lot,Advanced,No,No,No,Yes,Yes,76,2.34
Basic,None,Open Lot,Advanced,No,No,No,Yes,Yes,80,8.29
Basic,None,Open Lot,Advanced,No,No,No,Yes,Yes,84,4.71
Basic,None,Open Lot,Advanced,No,No,Yes,No,No,76,2.78
Basic,None,Open Lot,Advanced,No,No,Yes,No,No,80,6.55
Basic,None,Open Lot,Advanced,No,No,Yes,No,No,84,5.52
Basic,None,Open Lot,Advanced,No,No,Yes,No,Yes,76,2.78
Basic,None,Open Lot,Advanced,No,No,Yes,No,Yes,80,4.91
Basic,None,Open Lot,Advanced,No,No,Yes,No,Yes,84,7.73
Basic,None,Open Lot,Advanced,No,No,Yes,Yes,No,76,2.78
Basic,None,Open Lot,Advanced,No,No,Yes,Yes,No,80,5.33
Basic,None,Open Lot,Advanced,No,No,Yes,Yes,No,84,3.91
Basic,None,Open Lot,Advanced,No,No,Yes,Yes,Yes,76,6.16
Basic,None,Open Lot,Advanced,No,No,Yes,Yes,Yes,80,5.57
Basic,None,Open Lot,Advanced,No,No,Yes,Yes,Yes,84,6.9
Basic,None,Open Lot,Advanced,No,Yes,No,No,No,76,5.29
Basic,None,Open Lot,Advanced,No,Yes,No,No,No,80,4.22
Basic,None,Open Lot,Advanced,No,Yes,No,No,No,84,6.79
Basic,None,Open Lot,Advanced,No,Yes,No,No,Yes,76,6.39
Basic,None,Open Lot,Advanced,No,Yes,No,No,Yes,80,3.95
Basic,None,Open Lot,Advanced,No,Yes,No,No,Yes,84,7.29
Basic,None,Open Lot,Advanced,No,Yes,No,Yes,No,76,3.29
Basic,None,Open Lot,Advanced,No,Yes,No,Yes,No,80,5.59
Basic,None,Open Lot,Advanced,No,Yes,No,Yes,No,84,7.14
Basic,None,Open Lot,Advanced,No,Yes,No,Yes,Yes,76,7.05
Basic,None,Open Lot,Advanced,No,Yes,No,Yes,Yes,80,5.46
Basic,None,Open Lot,Advanced,No,Yes,No,Yes,Yes,84,6.53
Basic,None,Open Lot,Advanced,No,Yes,Yes,No,No,76,4.87
Basic,None,Open Lot,Advanced,No,Yes,Yes,No,No,80,5.35
Basic,None,Open Lot,Advanced,No,Yes,Yes,No,No,84,4.89
Basic,None,Open Lot,Advanced,No,Yes,Yes,No,Yes,76,4.14
Basic,None,Open Lot,Advanced,No,Yes,Yes,No,Yes,80,5.15
Basic,None,Open Lot,Advanced,No,Yes,Yes,No,Yes,84,5.46
Basic,None,Open Lot,Advanced,No,Yes,Yes,Yes,No,76,5.23
Basic,None,Open Lot,Advanced,No,Yes,Yes,Yes,No,80,8.01
Basic,None,Open Lot,Advanced,No,Yes,Yes,Yes,No,84,2.78
Basic,None,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,76,7.07
Basic,None,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,80,9.4
Basic,None,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,84,8.16
Basic,None,Open Lot,Advanced,Yes,No,No,No,No,76,6.29
Basic,None,Open Lot,Advanced,Yes,No,No,No,No,80,4.05
Basic,None,Open Lot,Advanced,Yes,No,No,No,No,84,3.0
Basic,None,Open Lot,Advanced,Yes,No,No,No,Yes,76,5.29
Basic,None,Open Lot,Advanced,Yes,No,No,No,Yes,80,5.15
Basic,None,Open Lot,Advanced,Yes,No,No,No,Yes,84,8.8
Basic,None,Open Lot,Advanced,Yes,No,No,Yes,No,76,7.38
Basic,None,Open Lot,Advanced,Yes,No,No,Yes,No,80,5.43
Basic,None,Open Lot,Advanced,Yes,No,No,Yes,No,84,6.28
Basic,None,Open Lot,Advanced,Yes,No,No,Yes,Yes,76,6.06
Basic,None,Open Lot,Advanced,Yes,No,No,Yes,Yes,80,6.86
Basic,None,Open Lot,Advanced,Yes,No,No,Yes,Yes,84,4.44
Basic,None,Open Lot,Advanced,Yes,No,Yes,No,No,76,6.26
Basic,None,Open Lot,Advanced,Yes,No,Yes,No,No,80,6.04
Basic,None,Open Lot,Advanced,Yes,No,Yes,No,No,84,4.67
Basic,None,Open Lot,Advanced,Yes,No,Yes,No,Yes,76,4.96
Basic,None,Open Lot,Advanced,Yes,No,Yes,No,Yes,80,5.61
Basic,None,Open Lot,Advanced,Yes,No,Yes,No,Yes,84,6.3
Basic,None,Open Lot,Advanced,Yes,No,Yes,Yes,No,76,7.58
Basic,None,Open Lot,Advanced,Yes,No,Yes,Yes,No,80,4.32
Basic,None,Open Lot,Advanced,Yes,No,Yes,Yes,No,84,7.44
Basic,None,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,76,7.56
Basic,None,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,80,4.57
Basic,None,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,84,7.31
Basic,None,Open Lot,Advanced,Yes,Yes,No,No,No,76,4.6
Basic,None,Open Lot,Advanced,Yes,Yes,No,No,No,80,7.0
Basic,None,Open Lot,Advanced,Yes,Yes,No,No,No,84,3.71
Basic,None,Open Lot,Advanced,Yes,Yes,No,No,Yes,76,8.96
Basic,None,Open Lot,Advanced,Yes,Yes,No,No,Yes,80,7.47
Basic,None,Open Lot,Advanced,Yes,Yes,No,No,Yes,84,3.9
Basic,None,Open Lot,Advanced,Yes,Yes,No,Yes,No,76,5.19
Basic,None,Open Lot,Advanced,Yes,Yes,No,Yes,No,80,7.98
Basic,None,Open Lot,Advanced,Yes,Yes,No,Yes,No,84,5.34
Basic,None,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,76,5.14
Basic,None,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,80,9.38
Basic,None,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,84,8.6
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,No,No,76,4.88
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,No,No,80,5.54
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,No,No,84,7.43
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,76,6.98
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,80,7.55
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,84,6.87
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,76,8.78
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,80,8.53
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,84,6.66
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,76,6.27
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,80,5.56
Basic,None,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,84,7.13
Basic,None,Open Lot,Super,No,No,No,No,No,76,6.46
Basic,None,Open Lot,Super,No,No,No,No,No,80,3.27
Basic,None,Open Lot,Super,No,No,No,No,No,84,3.57
Basic,None,Open Lot,Super,No,No,No,No,Yes,76,2.59
Basic,None,Open Lot,Super,No,No,No,No,Yes,80,5.89
Basic,None,Open Lot,Super,No,No,No,No,Yes,84,6.77
Basic,None,Open Lot,Super,No,No,No,Yes,No,76,6.71
Basic,None,Open Lot,Super,No,No,No,Yes,No,80,8.03
Basic,None,Open Lot,Super,No,No,No,Yes,No,84,5.32
Basic,None,Open Lot,Super,No,No,No,Yes,Yes,76,8.52
Basic,None,Open Lot,Super,No,No,No,Yes,Yes,80,4.82
Basic,None,Open Lot,Super,No,No,No,Yes,Yes,84,5.84
Basic,None,Open Lot,Super,No,No,Yes,No,No,76,4.16
Basic,None,Open Lot,Super,No,No,Yes,No,No,80,5.6
Basic,None,Open Lot,Super,No,No,Yes,No,No,84,6.9
Basic,None,Open Lot,Super,No,No,Yes,No,Yes,76,3.68
Basic,None,Open Lot,Super,No,No,Yes,No,Yes,80,4.08
Basic,None,Open Lot,Super,No,No,Yes,No,Yes,84,3.55
Basic,None,Open Lot,Super,No,No,Yes,Yes,No,76,4.95
Basic,None,Open Lot,Super,No,No,Yes,Yes,No,80,6.2
Basic,None,Open Lot,Super,No,No,Yes,Yes,No,84,3.07
Basic,None,Open Lot,Super,No,No,Yes,Yes,Yes,76,6.01
Basic,None,Open Lot,Super,No,No,Yes,Yes,Yes,80,3.69
Basic,None,Open Lot,Super,No,No,Yes,Yes,Yes,84,6.28
Basic,None,Open Lot,Super,No,Yes,No,No,No,76,6.39
Basic,None,Open Lot,Super,No,Yes,No,No,No,80,8.35
Basic,None,Open Lot,Super,No,Yes,No,No,No,84,6.0
Basic,None,Open Lot,Super,No,Yes,No,No,Yes,76,5.99
Basic,None,Open Lot,Super,No,Yes,No,No,Yes,80,2.77
Basic,None,Open Lot,Super,No,Yes,No,No,Yes,84,6.58
Basic,None,Open Lot,Super,No,Yes,No,Yes,No,76,8.32
Basic,None,Open Lot,Super,No,Yes,No,Yes,No,80,4.89
Basic,None,Open Lot,Super,No,Yes,No,Yes,No,84,6.1
Basic,None,Open Lot,Super,No,Yes,No,Yes,Yes,76,6.5
Basic,None,Open Lot,Super,No,Yes,No,Yes,Yes,80,2.38
Basic,None,Open Lot,Super,No,Yes,No,Yes,Yes,84,6.62
Basic,None,Open Lot,Super,No,Yes,Yes,No,No,76,6.77
Basic,None,Open Lot,Super,No,Yes,Yes,No,No,80,7.27
Basic,None,Open Lot,Super,No,Yes,Yes,No,No,84,8.86
Basic,None,Open Lot,Super,No,Yes,Yes,No,Yes,76,5.88
Basic,None,Open Lot,Super,No,Yes,Yes,No,Yes,80,3.99
Basic,None,Open Lot,Super,No,Yes,Yes,No,Yes,84,6.9
Basic,None,Open Lot,Super,No,Yes,Yes,Yes,No,76,6.35
Basic,None,Open Lot,Super,No,Yes,Yes,Yes,No,80,8.35
Basic,None,Open Lot,Super,No,Yes,Yes,Yes,No,84,7.46
Basic,None,Open Lot,Super,No,Yes,Yes,Yes,Yes,76,6.01
Basic,None,Open Lot,Super,No,Yes,Yes,Yes,Yes,80,6.55
Basic,None,Open Lot,Super,No,Yes,Yes,Yes,Yes,84,7.41
Basic,None,Open Lot,Super,Yes,No,No,No,No,76,6.65
Basic,None,Open Lot,Super,Yes,No,No,No,No,80,7.33
Basic,None,Open Lot,Super,Yes,No,No,No,No,84,5.09
Basic,None,Open Lot,Super,Yes,No,No,No,Yes,76,4.58
Basic,None,Open Lot,Super,Yes,No,No,No,Yes,80,4.92
Basic,None,Open Lot,Super,Yes,No,No,No,Yes,84,6.7
Basic,None,Open Lot,Super,Yes,No,No,Yes,No,76,4.02
Basic,None,Open Lot,Super,Yes,No,No,Yes,No,80,8.72
Basic,None,Open Lot,Super,Yes,No,No,Yes,No,84,4.85
Basic,None,Open Lot,Super,Yes,No,No,Yes,Yes,76,7.6
Basic,None,Open Lot,Super,Yes,No,No,Yes,Yes,80,7.9
Basic,None,Open Lot,Super,Yes,No,No,Yes,Yes,84,5.32
Basic,None,Open Lot,Super,Yes,No,Yes,No,No,76,5.67
Basic,None,Open Lot,Super,Yes,No,Yes,No,No,80,6.41
Basic,None,Open Lot,Super,Yes,No,Yes,No,No,84,2.78
Basic,None,Open Lot,Super,Yes,No,Yes,No,Yes,76,8.1
Basic,None,Open Lot,Super,Yes,No,Yes,No,Yes,80,2.27
Basic,None,Open Lot,Super,Yes,No,Yes,No,Yes,84,3.95
Basic,None,Open Lot,Super,Yes,No,Yes,Yes,No,76,3.17
Basic,None,Open Lot,Super,Yes,No,Yes,Yes,No,80,4.81
Basic,None,Open Lot,Super,Yes,No,Yes,Yes,No,84,8.49
Basic,None,Open Lot,Super,Yes,No,Yes,Yes,Yes,76,5.09
Basic,None,Open Lot,Super,Yes,No,Yes,Yes,Yes,80,4.25
Basic,None,Open Lot,Super,Yes,No,Yes,Yes,Yes,84,5.48
Basic,None,Open Lot,Super,Yes,Yes,No,No,No,76,5.55
Basic,None,Open Lot,Super,Yes,Yes,No,No,No,80,6.19
Basic,None,Open Lot,Super,Yes,Yes,No,No,No,84,2.76
Basic,None,Open Lot,Super,Yes,Yes,No,No,Yes,76,4.2
Basic,None,Open Lot,Super,Yes,Yes,No,No,Yes,80,8.65
Basic,None,Open Lot,Super,Yes,Yes,No,No,Yes,84,5.36
Basic,None,Open Lot,Super,Yes,Yes,No,Yes,No,76,4.45
Basic,None,Open Lot,Super,Yes,Yes,No,Yes,No,80,6.39
Basic,None,Open Lot,Super,Yes,Yes,No,Yes,No,84,7.28
Basic,None,Open Lot,Super,Yes,Yes,No,Yes,Yes,76,4.02
Basic,None,Open Lot,Super,Yes,Yes,No,Yes,Yes,80,5.18
Basic,None,Open Lot,Super,Yes,Yes,No,Yes,Yes,84,7.99
Basic,None,Open Lot,Super,Yes,Yes,Yes,No,No,76,5.08
Basic,None,Open Lot,Super,Yes,Yes,Yes,No,No,80,8.51
Basic,None,Open Lot,Super,Yes,Yes,Yes,No,No,84,6.57
Basic,None,Open Lot,Super,Yes,Yes,Yes,No,Yes,76,6.19
Basic,None,Open Lot,Super,Yes,Yes,Yes,No,Yes,80,7.13
Basic,None,Open Lot,Super,Yes,Yes,Yes,No,Yes,84,5.97
Basic,None,Open Lot,Super,Yes,Yes,Yes,Yes,No,76,6.12
Basic,None,Open Lot,Super,Yes,Yes,Yes,Yes,No,80,7.81
Basic,None,Open Lot,Super,Yes,Yes,Yes,Yes,No,84,5.79
Basic,None,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,76,5.55
Basic,None,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,80,6.76
Basic,None,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,84,5.38
Basic,Continental,Valet,None,No,No,No,No,No,76,5.04
Basic,Continental,Valet,None,No,No,No,No,No,80,7.21
Basic,Continental,Valet,None,No,No,No,No,No,84,3.61
Basic,Continental,Valet,None,No,No,No,No,Yes,76,4.49
Basic,Continental,Valet,None,No,No,No,No,Yes,80,3.24
Basic,Continental,Valet,None,No,No,No,No,Yes,84,8.68
Basic,Continental,Valet,None,No,No,No,Yes,No,76,6.14
Basic,Continental,Valet,None,No,No,No,Yes,No,80,3.72
Basic,Continental,Valet,None,No,No,No,Yes,No,84,5.24
Basic,Continental,Valet,None,No,No,No,Yes,Yes,76,7.71
Basic,Continental,Valet,None,No,No,No,Yes,Yes,80,6.62
Basic,Continental,Valet,None,No,No,No,Yes,Yes,84,8.3
Basic,Continental,Valet,None,No,No,Yes,No,No,76,7.59
Basic,Continental,Valet,None,No,No,Yes,No,No,80,5.41
Basic,Continental,Valet,None,No,No,Yes,No,No,84,6.38
Basic,Continental,Valet,None,No,No,Yes,No,Yes,76,3.18
